SAMPLE	PWY_NAME	PWY_COMMON_NAME	NUM_REACTIONS	NUM_COVERED_REACTIONS	ORF_COUNT	WTD	OBSERVED	EXPECTED	ORFS
CENS	PWY-6803	"phosphatidylcholine acyl editing"	4	2	46	-1.99609375	root (1)	Spermatophyta (58024)	[O_93070_0,O_17971_0,O_37006_2,O_79898_0,O_41776_0,O_24835_0,O_24002_0,O_49884_0,O_90871_0,O_21176_5,O_77914_4,O_24535_1,O_77766_1,O_47952_0,O_62884_0,O_47490_0,O_77780_2,O_12744_0,O_45293_0,O_21621_6,O_98154_0,O_67698_0,O_14538_3,O_74899_0,O_24700_1,O_7887_1,O_96705_0,O_46497_2,O_41777_0,O_61673_2,O_4960_9,O_70122_0,O_24001_1,O_3673_0,O_76998_2,O_27408_0,O_38129_0,O_67425_0,O_94203_0,O_34774_0,O_4977_0,O_36434_0,O_71735_0,O_6583_0,O_40913_1,O_65524_1]
CENS	PWY-6802	"salidroside biosynthesis"	4	3	16	-1.75	root (1)	Viridiplantae (33090)	[O_53679_0,O_27243_0,O_80462_0,O_56436_0,O_92517_0,O_8006_3,O_2488_1,O_19412_0,O_15933_1,O_67688_0,O_8066_2,O_9223_1,O_37937_0,O_50234_0,O_48100_2,O_96668_0]
CENS	HOMOSERSYN-PWY	"L-homoserine biosynthesis"	3	3	32	-1.5	root (1)	Bacteria (2)	[O_10335_0,O_40284_0,O_54595_0,O_11937_6,O_62759_1,O_46485_3,O_7158_2,O_31238_0,O_40615_1,O_21262_0,O_73293_0,O_39293_0,O_27998_1,O_73292_1,O_55630_0,O_27997_1,O_73323_0,O_27998_0,O_57695_6,O_93072_0,O_73322_2,O_73578_1,O_46299_0,O_89566_0,O_62502_0,O_32372_0,O_24464_1,O_91335_1,O_82230_0,O_31455_0,O_4211_1,O_22420_1]
CENS	P221-PWY	"octane oxidation"	5	4	68	-1.5	root (1)	Bacteria (2)	[O_77108_1,O_93070_0,O_30166_0,O_27408_0,O_65450_5,O_17971_0,O_65024_0,O_70833_8,O_37006_2,O_67425_0,O_24835_0,O_36134_0,O_66635_0,O_49884_0,O_90871_0,O_21176_5,O_77914_4,O_24001_1,O_51982_1,O_47952_0,O_7887_1,O_94203_0,O_27019_0,O_47490_0,O_77780_2,O_12744_0,O_58812_1,O_98154_0,O_61673_2,O_77766_1,O_72482_6,O_14538_3,O_96705_0,O_24700_1,O_70122_0,O_15771_10,O_74899_0,O_31291_0,O_46497_2,O_41777_0,O_90309_0,O_77414_1,O_4960_8,O_4960_9,O_65524_1,O_38129_0,O_41776_0,O_19300_0,O_40913_1,O_37570_4,O_78894_0,O_14018_0,O_38488_0,O_3673_0,O_551_0,O_71735_0,O_76998_2,O_34774_0,O_48445_1,O_62884_0,O_45293_0,O_4977_0,O_36434_0,O_24535_1,O_26209_0,O_6583_0,O_24002_0,O_79898_0]
CENS	PWY-6510	"methanol oxidation to formaldehyde II"	1	0	2	-1.875	root (1)	Firmicutes (1239)	[O_30535_1,O_92049_0]
CENS	PWY0-1335	"NADH to cytochrome bo oxidase electron transfer I"	2	2	104	-1.5	root (1)	Bacteria (2)	[O_72874_1,O_48055_0,O_48055_1,O_48055_3,O_13653_0,O_52559_1,O_39655_0,O_30092_0,O_3201_1,O_3201_0,O_6736_1,O_6736_0,O_6736_3,O_6736_2,O_6736_5,O_6736_4,O_4508_2,O_4508_3,O_4508_0,O_4508_4,O_4508_5,O_21244_1,O_21244_0,O_63278_0,O_65798_0,O_25874_3,O_68593_1,O_19154_0,O_19154_1,O_28047_2,O_52558_2,O_52558_1,O_52558_0,O_27337_0,O_27797_0,O_3200_1,O_14217_0,O_16532_3,O_68593_0,O_10823_0,O_85195_0,O_21245_0,O_4507_8,O_76974_2,O_4507_1,O_4507_0,O_4507_3,O_4507_2,O_4507_5,O_4507_4,O_4507_7,O_4507_6,O_58855_0,O_91308_1,O_6372_0,O_6372_2,O_93816_0,O_57854_0,O_44765_0,O_44765_1,O_75389_2,O_59680_1,O_84734_0,O_19794_0,O_19794_1,O_76467_1,O_74318_1,O_74318_0,O_24701_1,O_21327_1,O_63277_1,O_63277_0,O_56529_0,O_53583_0,O_29795_3,O_38694_0,O_8526_0,O_8526_1,O_69633_0,O_40864_0,O_61869_2,O_80251_1,O_57129_0,O_3200_0,O_80024_1,O_3200_2,O_5122_8,O_76974_1,O_76974_0,O_66948_0,O_48266_0,O_48266_1,O_48266_2,O_10824_0,O_32339_1,O_32339_2,O_58086_1,O_58086_0,O_34136_1,O_19153_1,O_19153_0,O_10587_0,O_66023_1,O_66023_0]
CENS	VALDEG-PWY	"L-valine degradation I"	8	4	28	-1.5	root (1)	Eukaryota (2759)	[O_16645_2,O_30453_0,O_99620_0,O_28035_0,O_71603_0,O_50223_0,O_81196_0,O_12274_0,O_71341_1,O_74137_0,O_58534_0,O_54967_1,O_8959_0,O_84464_0,O_89786_1,O_43837_3,O_4882_0,O_55582_0,O_28_0,O_98753_0,O_8630_0,O_66374_0,O_4829_2,O_8838_0,O_73065_0,O_43838_0,O_41747_1,O_33701_0]
CENS	PWY-5138	"unsaturated, even numbered fatty acid beta-oxidation"	5	3	18	-1.75	root (1)	Viridiplantae (33090)	[O_81196_0,O_16645_2,O_71341_1,O_47063_0,O_74137_0,O_73065_0,O_4829_2,O_61694_0,O_99620_0,O_41521_0,O_8838_0,O_58534_0,O_84464_0,O_54967_1,O_71603_0,O_41747_1,O_73975_0,O_30453_0]
CENS	PWY0-1334	"NADH to cytochrome bd oxidase electron transfer I"	2	2	113	-1.5	root (1)	Bacteria (2)	[O_72874_1,O_48055_0,O_48055_1,O_48055_3,O_13653_0,O_52559_1,O_91017_0,O_39655_0,O_30092_0,O_3201_1,O_3201_0,O_19402_27,O_6736_1,O_6736_0,O_6736_3,O_6736_2,O_6736_5,O_6736_4,O_4508_2,O_4508_3,O_4508_0,O_4508_4,O_4508_5,O_21244_1,O_21244_0,O_63278_0,O_65798_0,O_99549_0,O_99549_1,O_25874_3,O_68593_1,O_19154_0,O_19154_1,O_28047_2,O_52558_2,O_52558_1,O_52558_0,O_27337_0,O_27797_0,O_3200_1,O_14217_0,O_16532_3,O_68593_0,O_10823_0,O_37978_0,O_85195_0,O_21245_0,O_4507_8,O_76974_2,O_4507_1,O_4507_0,O_4507_3,O_4507_2,O_4507_5,O_4507_4,O_4507_7,O_4507_6,O_58855_0,O_91308_1,O_6372_0,O_6372_2,O_93816_0,O_57854_0,O_24641_1,O_44765_0,O_44765_1,O_75389_2,O_47491_1,O_59680_1,O_84734_0,O_19794_0,O_19794_1,O_31287_0,O_76467_1,O_74318_1,O_74318_0,O_24701_1,O_21327_1,O_63277_1,O_63277_0,O_47687_1,O_56529_0,O_53583_0,O_38694_0,O_8526_0,O_8526_1,O_69633_0,O_40864_0,O_61869_2,O_47245_1,O_80251_1,O_57129_0,O_3200_0,O_80024_1,O_3200_2,O_5122_8,O_76974_1,O_76974_0,O_66948_0,O_48266_0,O_48266_1,O_48266_2,O_10824_0,O_32339_1,O_32339_2,O_58086_1,O_58086_0,O_34136_1,O_19153_1,O_19153_0,O_10587_0,O_66023_1,O_66023_0]
CENS	PWY-6986	"alginate degradation"	6	1	1	-1.5	root (1)	Bacteria (2)	[O_13705_1]
CENS	PWY-5137	"fatty acid beta-oxidation III (unsaturated, odd number)"	1	1	23	-1.5	root (1)	Bacteria (2)	[O_17666_1,O_50566_0,O_24975_3,O_6087_0,O_62950_0,O_80713_0,O_69078_1,O_21560_1,O_65206_0,O_18892_1,O_40794_1,O_61758_0,O_56792_0,O_29863_1,O_57128_2,O_7651_0,O_23680_9,O_17838_0,O_90441_1,O_76156_0,O_45781_1,O_57457_0,O_21850_2]
CENS	PWY0-1337	"oleate beta-oxidation"	3	2	20	-1.5	root (1)	Bacteria (2)	[O_1643_0,O_74137_0,O_73065_0,O_16645_2,O_30453_0,O_63_3,O_99620_0,O_40913_0,O_4829_2,O_26198_0,O_81196_0,O_6784_9,O_8838_0,O_58534_0,O_84464_0,O_54967_1,O_71603_0,O_41747_1,O_25855_0,O_71341_1]
CENS	PWY-5132	"humulone biosynthesis"	4	2	1	-1.99999237061	root (1)	Cannabaceae (3481)	[O_10503_0]
CENS	HISTSYN-PWY	"L-histidine biosynthesis"	10	10	57	-1.5	root (1)	Archaea (2157)	[O_95441_0,O_27503_3,O_7519_0,O_27503_1,O_66349_0,O_53459_1,O_46223_0,O_75564_0,O_1374_0,O_35646_1,O_47689_0,O_47689_1,O_47276_6,O_43342_19,O_1374_1,O_47688_1,O_47688_0,O_36298_0,O_41622_2,O_1132_5,O_59358_0,O_61478_1,O_77_0,O_77760_4,O_45087_10,O_19434_0,O_72001_0,O_3948_0,O_32998_0,O_72416_4,O_7663_2,O_71560_1,O_694_0,O_67194_1,O_31047_1,O_13750_0,O_68639_5,O_64844_0,O_8147_2,O_50246_0,O_4599_0,O_468_4,O_98829_0,O_71595_0,O_16362_0,O_27526_3,O_35646_0,O_13056_1,O_13056_0,O_40746_1,O_12127_0,O_32477_2,O_57039_0,O_22907_0,O_22907_1,O_19254_1,O_39497_0]
CENS	PWY-6387	"UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)"	8	8	52	-1.5	root (1)	Bacteria (2)	[O_46741_1,O_44029_0,O_33003_0,O_61453_1,O_98278_0,O_1374_2,O_2859_0,O_2858_0,O_2858_1,O_16772_5,O_9148_0,O_22608_0,O_95182_1,O_95182_0,O_22924_1,O_61143_0,O_45914_0,O_86756_0,O_15150_0,O_75307_0,O_71342_3,O_75515_1,O_75306_1,O_3040_2,O_65179_0,O_43222_2,O_55609_1,O_8025_1,O_75488_0,O_43222_1,O_10553_3,O_694_2,O_67225_0,O_43078_0,O_67110_0,O_30541_0,O_8027_0,O_94813_0,O_75487_0,O_10554_1,O_97074_0,O_92027_0,O_87514_0,O_45934_1,O_45934_0,O_36866_1,O_8026_0,O_44313_1,O_44313_0,O_18376_0,O_46742_0,O_87917_0]
CENS	PWY-5870	"ubiquinol-8 biosynthesis (eukaryotic)"	9	4	14	-1.96875	root (1)	Ascomycota (4890)	[O_40615_0,O_59549_1,O_70830_1,O_1773_2,O_19549_0,O_27831_0,O_12428_1,O_51987_1,O_93744_1,O_49211_1,O_69403_1,O_62469_0,O_63388_2,O_32901_0]
CENS	ASPARTATE-DEG1-PWY	"L-aspartate degradation I"	1	1	16	-1.5	root (1)	Eukaryota (2759)	[O_79684_0,O_4712_1,O_35084_0,O_36549_0,O_45138_0,O_27904_0,O_86172_1,O_60909_1,O_86390_0,O_43479_1,O_9072_0,O_89384_0,O_53620_0,O_23130_2,O_25406_0,O_2818_0]
CENS	PWY-6028	"acetoin degradation"	1	1	3	-1.5	root (1)	Bacteria (2)	[O_70997_1,O_74041_0,O_75613_1]
CENS	PWY0-1241	"ADP-L-glycero-beta-D-manno-heptose biosynthesis"	5	4	11	-1.75	root (1)	Proteobacteria (1224)	[O_98949_1,O_62652_0,O_33131_1,O_56615_0,O_32936_16,O_22494_0,O_39706_1,O_69991_1,O_14592_0,O_32929_1,O_14481_0]
CENS	PWY-7701	"4-hydroxy-4-methyl-L-glutamate biosynthesis"	2	1	1	-1.75	root (1)	Viridiplantae (33090)	[O_77614_13]
CENS	LYSINE-DEG1-PWY	"L-lysine degradation XI (mammalian)"	5	3	12	-1.5	root (1)	Eukaryota (2759)	[O_23457_0,O_96576_0,O_91250_1,O_45761_1,O_64929_1,O_22074_0,O_2810_7,O_19550_0,O_27980_0,O_61573_0,O_16312_0,O_2048_0]
CENS	P641-PWY	"phenylmercury acetate degradation"	2	2	11	-1.5	root (1)	Bacteria (2)	[O_55502_1,O_30667_1,O_11917_5,O_76513_26,O_59671_3,O_61673_14,O_39659_1,O_70493_0,O_88131_0,O_7615_0,O_95403_0]
CENS	PWY0-1300	"2-O-alpha-mannosyl-D-glycerate degradation"	2	1	1	-1.5	root (1)	Bacteria (2)	[O_46800_0]
CENS	HYDROXYPRODEG-PWY	"trans-4-hydroxy-L-proline degradation I"	5	1	3	-1.875	root (1)	Metazoa (33208)	[O_29839_1,O_19339_1,O_11926_0]
CENS	DARABCAT-PWY	"D-arabinose degradation II"	2	1	2	-1.5	root (1)	Bacteria (2)	[O_82060_0,O_6663_2]
CENS	PWY-7158	"L-phenylalanine degradation V"	3	2	6	-1.75	root (1)	Viridiplantae (33090)	[O_8317_7,O_65482_1,O_70445_2,O_54368_2,O_43740_1,O_16488_0]
CENS	PWY-46	"putrescine biosynthesis III"	1	1	4	-1.5	root (1)	Bacteria (2)	[O_3451_0,O_91690_0,O_37585_0,O_78966_0]
CENS	PWY-4381	"fatty acid biosynthesis initiation I"	3	3	11	-1.5	root (1)	Eukaryota (2759)	[O_47196_1,O_46874_1,O_22466_4,O_14384_1,O_3343_0,O_20438_3,O_8783_1,O_12853_0,O_66291_0,O_3816_0,O_14526_0]
CENS	TRNA-CHARGING-PWY	"tRNA charging"	21	21	197	-1.5	root (1)	Eukaryota (2759)	[O_39025_0,O_18069_3,O_43275_0,O_13966_0,O_75321_0,O_74980_0,O_98150_0,O_81032_0,O_13778_0,O_32655_0,O_25081_0,O_32589_0,O_50026_0,O_97868_1,O_96938_0,O_22887_0,O_57042_0,O_5662_0,O_86638_0,O_64669_0,O_26514_0,O_73525_0,O_50876_0,O_47252_0,O_8867_0,O_54414_0,O_17551_0,O_21073_2,O_35160_0,O_29279_0,O_58753_0,O_47251_2,O_86801_0,O_18112_0,O_12160_0,O_86197_1,O_22371_2,O_61702_2,O_16640_0,O_16570_0,O_44574_0,O_56938_0,O_43074_0,O_26786_0,O_52972_0,O_62064_0,O_18024_0,O_5845_0,O_63690_0,O_41286_1,O_58231_0,O_7752_0,O_47249_0,O_49546_0,O_97665_0,O_51741_0,O_34196_0,O_20420_1,O_85203_0,O_65998_1,O_21551_0,O_54738_0,O_11470_1,O_65443_0,O_92451_0,O_30012_0,O_49005_1,O_1160_1,O_35915_1,O_38978_2,O_7579_1,O_82255_0,O_84070_0,O_16650_4,O_92260_0,O_60497_2,O_26237_0,O_12078_0,O_34195_0,O_64844_2,O_68001_1,O_16571_0,O_21669_0,O_96556_0,O_68861_0,O_84756_0,O_54374_0,O_20530_0,O_35811_0,O_43979_0,O_5720_2,O_85247_1,O_70573_0,O_1957_1,O_30007_0,O_3555_0,O_47791_1,O_34105_0,O_90761_1,O_68649_0,O_78272_1,O_52986_0,O_67361_0,O_67810_0,O_45487_0,O_51596_0,O_78269_0,O_89167_0,O_58717_1,O_84974_0,O_40411_4,O_37362_0,O_61994_0,O_35101_0,O_57065_0,O_96175_0,O_98880_0,O_60904_0,O_64833_0,O_1370_0,O_94379_1,O_78290_0,O_15901_1,O_8285_0,O_15486_1,O_96017_1,O_57041_1,O_5247_0,O_61842_1,O_1822_1,O_99616_1,O_65335_0,O_33025_1,O_32416_1,O_83234_0,O_29802_5,O_61310_0,O_1615_0,O_92346_0,O_46198_4,O_42940_0,O_83650_0,O_70459_0,O_58625_0,O_15390_0,O_64834_0,O_42487_0,O_22050_7,O_96279_0,O_92678_0,O_26314_0,O_98366_0,O_81729_0,O_99519_0,O_3641_1,O_99495_0,O_38979_0,O_69966_0,O_9773_0,O_51597_0,O_41992_2,O_45395_0,O_42771_1,O_93587_0,O_58289_1,O_16221_1,O_27905_0,O_16607_1,O_35617_0,O_14929_0,O_6045_0,O_60997_0,O_8284_0,O_20749_3,O_37756_0,O_3898_0,O_5646_0,O_79929_0,O_72596_3,O_23478_1,O_51546_1,O_51546_0,O_99470_0,O_93066_0,O_7886_1,O_64889_1,O_36068_0,O_10544_0,O_50743_0,O_38199_0,O_80739_0,O_64453_0,O_39810_3,O_64843_0,O_2736_1,O_88244_0,O_8785_0]
CENS	PWY-6118	"glycerol-3-phosphate shuttle"	2	2	8	-1.5	root (1)	Eukaryota (2759)	[O_99083_2,O_17765_1,O_47681_0,O_28005_0,O_9938_0,O_28644_0,O_26750_0,O_48660_0]
CENS	PWY-4984	"urea cycle"	5	4	57	-1.5	root (1)	Bacteria (2)	[O_81177_0,O_31756_0,O_82272_0,O_70907_1,O_76513_21,O_7996_0,O_81144_0,O_8084_2,O_8084_1,O_7645_2,O_22201_1,O_97810_0,O_8085_0,O_3153_0,O_64952_0,O_14780_1,O_31755_0,O_17043_1,O_49201_0,O_185_0,O_95023_0,O_3798_0,O_26789_0,O_6757_0,O_52024_0,O_60113_0,O_52472_0,O_76257_1,O_7810_1,O_6652_0,O_90091_1,O_37400_3,O_42301_0,O_81144_1,O_41338_1,O_41338_0,O_3869_1,O_42056_0,O_28874_2,O_56041_0,O_91450_0,O_6651_5,O_37777_0,O_86714_0,O_21560_0,O_54320_0,O_27631_0,O_35751_1,O_20067_0,O_91033_0,O_69394_0,O_93188_0,O_58640_0,O_29303_0,O_51286_0,O_71908_1,O_69683_0]
CENS	GLUCONSUPER-PWY	"D-gluconate degradation"	1	1	2	-1.5	root (1)	Bacteria (2)	[O_40240_0,O_19196_4]
CENS	PWY-4981	"L-proline biosynthesis II (from arginine)"	6	4	22	-1.5	root (1)	Eukaryota (2759)	[O_40087_0,O_70907_1,O_66595_0,O_3153_0,O_64952_0,O_52472_0,O_76513_21,O_76513_20,O_5602_0,O_74347_0,O_89523_1,O_62651_0,O_7594_0,O_91450_0,O_90091_1,O_28592_2,O_23115_2,O_35751_1,O_33673_0,O_20067_0,O_44850_1,O_69408_0]
CENS	COA-PWY-1	"coenzyme A biosynthesis II (mammalian)"	5	5	11	-1.99999237061	root (1)	Mammalia (40674)	[O_25680_1,O_26616_2,O_68653_0,O_63669_1,O_66828_2,O_9333_0,O_12419_0,O_70089_1,O_53192_0,O_14076_0,O_63820_4]
CENS	PWY-822	"fructan biosynthesis"	5	2	1	-1.5	root (1)	Bacteria (2)	[O_8750_0]
CENS	PWY-5704	"urea degradation II"	1	1	5	-1.5	root (1)	Bacteria (2)	[O_92369_1,O_95542_1,O_95542_0,O_84368_0,O_12132_0]
CENS	REDCITCYC	"TCA cycle VIII (helicobacter)"	9	9	56	-1.5	root (1)	Bacteria (2)	[O_14524_0,O_13480_0,O_87813_0,O_33324_0,O_48139_0,O_68158_0,O_27719_0,O_98787_1,O_66703_1,O_38935_0,O_71939_0,O_5422_0,O_70526_0,O_84035_0,O_54159_0,O_46468_0,O_68157_1,O_68157_0,O_63529_1,O_13071_4,O_44985_0,O_22467_6,O_28016_0,O_88965_0,O_46467_1,O_63996_0,O_10319_4,O_11094_0,O_1691_0,O_44915_0,O_11555_1,O_84887_1,O_46083_0,O_2489_0,O_2489_1,O_90878_0,O_98882_0,O_39635_0,O_39911_0,O_43512_0,O_82531_0,O_13323_0,O_6755_0,O_67873_1,O_37208_0,O_92949_0,O_20139_1,O_30659_1,O_84575_1,O_47685_0,O_41062_0,O_2731_0,O_87847_1,O_8645_2,O_71433_2,O_91666_0]
CENS	PWY-5250	"methanogenesis from trimethylamine"	2	1	2	-1.75	root (1)	Euryarchaeota (28890)	[O_65692_0,O_64867_0]
CENS	PWY-6333	"acetaldehyde biosynthesis I"	1	1	18	-1.75	root (1)	Viridiplantae (33090)	[O_27243_0,O_53679_0,O_82512_0,O_56436_0,O_92517_0,O_2488_1,O_8006_3,O_68550_2,O_48100_2,O_30535_1,O_15933_1,O_67688_0,O_92049_0,O_9223_1,O_37937_0,O_50234_0,O_21115_1,O_96668_0]
CENS	PWY66-422	"D-galactose degradation V (Leloir pathway)"	5	5	42	-1.5	root (1)	Eukaryota (2759)	[O_40881_0,O_46384_0,O_49447_0,O_46907_0,O_32604_0,O_20816_0,O_31585_0,O_82384_0,O_75165_2,O_35909_1,O_40234_0,O_3_1,O_65706_1,O_77880_0,O_78491_0,O_25975_0,O_65707_0,O_11211_1,O_32603_2,O_20086_0,O_25794_1,O_49474_1,O_32960_0,O_39942_0,O_87700_0,O_30903_0,O_8318_2,O_54368_0,O_23350_0,O_24304_4,O_56130_0,O_49788_0,O_54457_0,O_40092_0,O_54823_0,O_35865_0,O_47909_1,O_60558_1,O_49787_1,O_67191_0,O_42216_0,O_32768_0]
CENS	PWY-5901	"2,3-dihydroxybenzoate biosynthesis"	3	2	6	-1.5	root (1)	Bacteria (2)	[O_21982_0,O_43852_2,O_81559_0,O_65048_1,O_5169_2,O_21535_1]
CENS	PWY-7376	"cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)"	13	8	78	-1.5	root (1)	Bacteria (2)	[O_99888_0,O_98467_0,O_71131_0,O_62724_0,O_97998_0,O_31696_1,O_75428_0,O_57603_0,O_26307_2,O_7025_0,O_95677_1,O_82499_0,O_74158_0,O_28267_0,O_70066_1,O_55099_0,O_31737_1,O_38243_0,O_84152_0,O_16655_0,O_36223_0,O_32744_6,O_49047_1,O_44079_2,O_11591_8,O_75566_1,O_64726_0,O_13584_1,O_22811_1,O_4647_0,O_19129_2,O_17621_0,O_43891_1,O_47954_0,O_27595_0,O_16938_6,O_98316_0,O_66319_2,O_53135_0,O_86769_0,O_30853_0,O_98768_0,O_15599_0,O_45954_2,O_94524_0,O_51062_0,O_58008_1,O_16650_0,O_77306_0,O_29143_0,O_63492_1,O_82386_0,O_7585_1,O_18801_42,O_16649_5,O_46245_2,O_62935_0,O_15526_1,O_42716_0,O_35320_0,O_14861_0,O_1348_0,O_12239_1,O_61561_2,O_85641_0,O_9988_0,O_68162_1,O_77146_1,O_12240_0,O_4277_1,O_41370_0,O_2303_0,O_44675_2,O_38668_1,O_5979_1,O_1863_12,O_82819_0,O_18135_1]
CENS	PWY-7377	"cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)"	15	9	30	-1.5	root (1)	Archaea (2157)	[O_11569_0,O_49047_1,O_6802_2,O_93714_0,O_93714_1,O_28257_0,O_28267_0,O_38243_0,O_32744_6,O_62724_0,O_22811_1,O_4647_0,O_81762_0,O_17621_0,O_11931_1,O_27595_0,O_16938_6,O_66319_2,O_99888_0,O_30853_0,O_15599_0,O_94524_0,O_16650_0,O_82386_0,O_16649_5,O_14861_0,O_62748_0,O_61561_2,O_68162_1,O_38668_1]
CENS	COA-PWY	"coenzyme A biosynthesis I"	4	4	10	-1.5	root (1)	Eukaryota (2759)	[O_25680_1,O_26616_2,O_68653_0,O_66828_2,O_9333_0,O_12419_0,O_70089_1,O_53192_0,O_14076_0,O_63820_4]
CENS	PWY-7445	"luteolin triglucuronide degradation"	4	1	15	-1.998046875	root (1)	Magnoliophyta (3398)	[O_96031_0,O_27486_0,O_65636_1,O_60784_1,O_82443_0,O_1724_0,O_60821_0,O_95571_0,O_40727_0,O_74497_0,O_94134_1,O_53474_0,O_79716_0,O_1723_4,O_47664_0]
CENS	CODH-PWY	"reductive acetyl coenzyme A pathway I (homoacetogenic bacteria)"	9	5	14	-1.5	root (1)	Archaea (2157)	[O_15217_2,O_16499_0,O_14330_1,O_74690_0,O_73412_0,O_22975_4,O_28747_0,O_89140_0,O_28746_1,O_38748_0,O_893_3,O_16991_3,O_42059_1,O_83820_0]
CENS	PWY-5410	"traumatin and (Z)-3-hexen-1-yl acetate biosynthesis"	9	1	6	-1.96875	root (1)	Embryophyta (3193)	[O_82512_0,O_92049_0,O_35384_2,O_68550_2,O_30535_1,O_21115_1]
CENS	PWY0-1465	"D-malate degradation"	1	1	2	-1.5	root (1)	Bacteria (2)	[O_56299_0,O_89983_1]
CENS	GLUTAMINEFUM-PWY	"L-glutamine degradation II"	1	1	15	-1.5	root (1)	Archaea (2157)	[O_64859_0,O_48590_0,O_78663_0,O_46201_0,O_13954_0,O_23403_0,O_57126_0,O_27436_0,O_90666_0,O_67674_0,O_24127_0,O_42659_0,O_25023_0,O_54404_1,O_86636_0]
CENS	PWY-5176	"coumarin biosynthesis (via 2-coumarate)"	5	1	3	-1.998046875	root (1)	Magnoliophyta (3398)	[O_75188_0,O_29602_0,O_95770_0]
CENS	PWY-2781	"cis-zeatin biosynthesis"	5	1	5	-1.96875	root (1)	Embryophyta (3193)	[O_70957_0,O_5220_1,O_9751_1,O_21240_0,O_30703_0]
CENS	TRESYN-PWY	"trehalose biosynthesis I"	2	1	4	-1.5	root (1)	Bacteria (2)	[O_44921_0,O_71741_1,O_96314_1,O_97673_0]
CENS	PWY-7112	"4-hydroxy-2-nonenal detoxification"	4	2	53	-1.75	root (1)	Opisthokonta (33154)	[O_4824_8,O_96674_1,O_3876_1,O_289_0,O_16701_6,O_32527_8,O_16359_0,O_96041_1,O_14870_0,O_56142_1,O_16358_1,O_40294_1,O_76795_1,O_3522_0,O_60290_1,O_66734_0,O_26789_3,O_51772_0,O_28778_0,O_94723_1,O_48307_1,O_23765_0,O_88848_0,O_65579_1,O_32666_0,O_54080_0,O_44138_3,O_32603_1,O_91040_0,O_19183_0,O_2197_0,O_20418_0,O_48308_0,O_25689_0,O_69656_2,O_31218_0,O_16360_0,O_25688_4,O_37274_0,O_55477_2,O_93496_1,O_64221_1,O_87022_0,O_15841_1,O_86535_0,O_31217_2,O_16900_0,O_63090_0,O_62006_0,O_10358_4,O_28202_1,O_2454_1,O_40238_0]
CENS	MENAQUINONESYN-PWY	"menaquinol-8 biosynthesis"	1	1	2	-1.5	root (1)	Archaea (2157)	[O_73623_0,O_45614_0]
CENS	PWY-7115	"C4 photosynthetic carbon assimilation cycle, NAD-ME type"	9	7	52	-1.75	root (1)	Viridiplantae (33090)	[O_79684_0,O_78504_0,O_24213_0,O_94832_0,O_36549_0,O_34786_0,O_53620_0,O_16019_0,O_38935_0,O_15860_0,O_23130_2,O_60909_0,O_26357_0,O_27542_2,O_92126_0,O_35084_0,O_95593_0,O_27904_0,O_9337_0,O_60909_1,O_86390_0,O_51664_0,O_286_2,O_1160_0,O_86206_0,O_25406_0,O_89384_0,O_47991_0,O_92207_0,O_99221_0,O_25357_2,O_86172_1,O_29386_0,O_48649_1,O_32419_0,O_45138_0,O_46085_0,O_26264_0,O_9072_0,O_62547_0,O_75478_0,O_17837_0,O_70239_0,O_4712_1,O_35454_1,O_43479_1,O_14377_1,O_40465_1,O_2818_0,O_48409_0,O_26263_1,O_30374_0]
CENS	PWY-7118	"chitin degradation to ethanol"	6	5	59	-1.75	root (1)	Opisthokonta (33154)	[O_57926_1,O_16136_0,O_97778_0,O_68550_2,O_44982_1,O_30535_1,O_47574_1,O_67688_0,O_45304_0,O_48100_2,O_15860_0,O_35679_0,O_88070_0,O_22806_0,O_92049_0,O_30199_0,O_60493_0,O_60856_0,O_92126_0,O_94447_0,O_59288_0,O_37937_0,O_78557_0,O_21115_1,O_96668_0,O_53679_0,O_56436_0,O_92517_0,O_29590_0,O_2488_1,O_70269_0,O_83837_1,O_6799_1,O_62547_0,O_8181_0,O_52718_0,O_62332_0,O_78600_0,O_27243_0,O_46085_0,O_86809_0,O_99515_0,O_82512_0,O_75478_0,O_17837_0,O_8006_3,O_23680_17,O_38045_0,O_15933_1,O_56_0,O_62247_1,O_9223_1,O_60595_0,O_50234_0,O_38044_0,O_91029_0,O_86184_0,O_16137_0,O_16677_0]
CENS	PWY-6422	"D-arginine degradation"	3	1	2	-1.5	root (1)	Bacteria (2)	[O_18704_0,O_98438_1]
